status_id,ss_headlines,headline,neg,neu,pos
1405630409737397_1541246622842441,-0.4995,Watch Stephen Colbert’s RIDICULOUS “Audition” Tape for the El Chapo Biopic,0.244,0.756,0
1405630409737397_1541284469505323,0.6633,Conan O’Brien Learns “No Mames” and “Que Pedo” and LOVES It,0,0.693,0.307
1405630409737397_1541319859501784,0.4019,11 Hilarious Reaction GIFs from 'Mi Vida Loca',0,0.722,0.278
1405630409737397_1541338209499949,0.25,Have You Heard Fred Armisen and Horatio Sanz Do Cuban Accents? Here’s Your Chance,0,0.867,0.133
1405630409737397_1541372956163141,0,"If You Can Finish a 30-Pound Burrito, This Restaurant Will Make You Part...",0,1,0
1405630409737397_1541400082827095,0.4215,One Lucky Move Ended Up Making this Construction Worker a Millionaire,0,0.763,0.237
1405630409737397_1541433192823784,0,Selena Gomez's Shade Is Baby Talk Compared to Aubrey Plaza's,0,1,0
1405630409737397_1541461746154262,0,QUIZ: Think You Can Ace the US Citizenship Quiz?,0,1,0
1405630409737397_1541571702809933,0,"Not Male, Not Female, but Muxe, Mexico’s Third Gender",0,1,0
1405630409737397_1541639506136486,0,11 Rules Every Latino Unconsciously Lives By,0,1,0
1405630409737397_1541678172799286,0.1027,11 Latina Celebs with the Best Resting Bitch Face,0.253,0.467,0.28
1405630409737397_1541718799461890,0,Quiz: How Mexican is Your Fridge?,0,1,0
1405630409737397_1541734156127021,0,YouTube Star Miranda Sings Tries Mexican Candies and Isn’t Afraid to...,0,1,0
1405630409737397_1541764216124015,-0.6486,This Old Interview with Selena’s Killer Will Probably Send Shivers Down...,0.301,0.699,0
1405630409737397_1541790252788078,0,When Students at a North Carolina High School Were Asked About...,0,1,0
1405630409737397_1541822742784829,0,Latino Hottie Teaches Ellen Spanish and Makes Her Blush,0,1,0
1405630409737397_1541849836115453,0.2732,Quiz: How Well Do You Know the Lyrics to Selena’s “Amor Prohibido”?,0,0.84,0.16
1405630409737397_1541942299439540,0,Disney Princesses Getting the Selena Makeover Prove La Reina is Still...,0,1,0
1405630409737397_1541983369435433,0,Ted Cruz’s College Roommate Puts Him on Blast via a Twitter,0,1,0
1405630409737397_1542019489431821,-0.3818,"2Chainz Re-enacts El Chapo’s Escape from Prison in a New Video, “El...",0.236,0.643,0.121
1405630409737397_1542065386093898,0,Quiz: What’s Your Taco Personality?,0,1,0
1405630409737397_1542093399424430,0.4019,These 21 Latino Songs Will Help You through Your Breakup,0,0.769,0.231
1405630409737397_1542105912756512,0.5267,Here Are 11 Sexy Latino Men with Their Kids to Give You All the Feels,0,0.805,0.195
1405630409737397_1542127449421025,-0.6486,By Day He Herds Cattle and Moonlights as a Cartel Killer,0.323,0.677,0
1405630409737397_1542138682753235,0,10 Ways Latina Daughters Get the Short End of the Stick,0,1,0
1405630409737397_1542168122750291,-0.1531,Quiz: Which Badass Movie Latina Are You?,0.211,0.789,0
1405630409737397_1542197506080686,0,Stereotypes That Are Absolutely False About Latinos,0,1,0
1405630409737397_1542311562735947,-0.2247,The Most Awkward Things about Being the only Girl in Your Family,0.147,0.853,0
1405630409737397_1542339339399836,-0.6739,"First Makes Aids Drugs Crazy Expensive, Now Makes Chagas Drugs RIDICULOUSLY Expensive",0.356,0.644,0
1405630409737397_1542368669396903,0,Sean Penn’s “Epic Insult” Riles His Readers,0,1,0
1405630409737397_1542399692727134,0,"If You’re Mexican, You 100% Add Lime to All these Things",0,1,0
1405630409737397_1542448349388935,-0.7845,Someone's Spider-Man Comic Book Screwup Pissed Off Latinos,0.535,0.465,0
1405630409737397_1542467006053736,-0.0516,This May be the Craziest Drug-Smuggling Attempt Ever,0.146,0.854,0
1405630409737397_1542507046049732,-0.4588,This is Why Latinos Feel Hopeless in California’s Gang-Riddled Central Valley,0.231,0.769,0
1405630409737397_1542533032713800,0.296,"Quiz: Yep, He’s that One Cholo from Every Movie. Can You Guess Which One by a Screenshot?",0,0.872,0.128
1405630409737397_1542572136043223,-0.6697,Meet the Guy Who’s More Hated Than Trump,0.391,0.609,0
1405630409737397_1542598199373950,0,These Chants Will Cost Soccer Teams a Lot of Money,0,1,0
1405630409737397_1542697526030684,0,13 Things Latina Moms Won’t Say,0,1,0
1405630409737397_1542745606025876,-0.2732,These Undocumented People Can Teach Us All How to Handle and Shut Down Haters with Humor,0.166,0.725,0.109
1405630409737397_1542784532688650,-0.347,13 Things Your Non-Latino Friends Say that Make You Think WTF?,0.273,0.541,0.186
1405630409737397_1542825906017846,0.1531,"Things That Embarrassed Us About Our Culture, But Now Make Us Proud",0.16,0.641,0.199
1405630409737397_1542868449346925,0,This Latina May Get Her Own ‘Fast & Furious’ Movie and It’s Not Michelle Rodriguez,0,1,0
1405630409737397_1542884186012018,0,This Guy Takes Shaved Ice to a Whole New Level,0,1,0
1405630409737397_1542920269341743,0.34,A Brazilian Social Security Worker May Have Discovered the Oldest Living...,0,0.789,0.211
1405630409737397_1542950286005408,-0.5267,The Stupidest Things You Hear From Your Non-Latino Coworkers,0.298,0.702,0
1405630409737397_1542984692668634,0,Ellen DeGeneres and Eva Longoria in an Epic Smackdown,0,1,0
1405630409737397_1543013102665793,0.6369,"2-Legged Vato Finds 3-Legged Puppy, Falls in Love",0,0.625,0.375
1405630409737397_1543104199323350,-0.4404,Quiz: We Know Which Telenovela Villain Is Your Spirit Animal,0.271,0.602,0.128
1405630409737397_1543139852653118,0,A Mexican Artist Made Bear Rugs Out of Gang Members from MS-13,0,1,0
1405630409737397_1543182605982176,0,Do You Think Caitlyn Jenner is the Only Trans Celebrity Making Waves?...,0,1,0
1405630409737397_1543228189310951,0.6369,1 Way Michelle Obama Shows Her Love for Latinos,0,0.625,0.375
1405630409737397_1543271312639972,-0.34,Latina Says She Was Humiliated by Airport Employee Because Her Mom Doesn’t Speak English,0.156,0.844,0
1405630409737397_1543289282638175,0,Quiz: Are You More of a Modern Quinceañera Dress or a Ruffled Nightmare?,0,1,0
1405630409737397_1543339629299807,-0.34,Is Miss Colombia Complaining a Bit Too Much? These People Think So,0.274,0.726,0
1405630409737397_1543393305961106,-0.3612,Here’s Why Juanes and John Legend Performed at an Immigration Detention Center,0.185,0.815,0
1405630409737397_1543440075956429,0.34,This Chola Went Crazy on Sandra Bullock and It was Amazing,0.158,0.592,0.25
1405630409737397_1543470299286740,0,The 11 Things Latinos Need to Prepare for Parenthood,0,1,0
1405630409737397_1543576069276163,-0.34,Babies Are Developing This Rare Neurological Condition and Mosquitos are to Blame,0.179,0.821,0
1405630409737397_1543713729262397,-0.4767,11 Ways 'Primer Impacto' Ruined Our Childhood,0.341,0.659,0
1405630409737397_1543749042592199,0,This is the TV Show Host Who Helped Make Selena a Star,0,1,0
1405630409737397_1543785912588512,0,Quiz: What Kind of Music Actually Matches Your Personality?,0,1,0
1405630409737397_1543818312585272,0.6705,Dating Standards Our Parents Taught Us We Wish Were True,0,0.593,0.407
1405630409737397_1543834762583627,0,What Your Latina GF is Probably Up to When She Doesn’t Reply,0,1,0
1405630409737397_1543870692580034,0,10 Trends Frida Kahlo Started,0,1,0
1405630409737397_1543911669242603,0,J.Lo Just Kicked Off Her Las Vegas Residency and Proved Why She Is the Queen,0,1,0
1405630409737397_1543952742571829,0.4019,11 Things that Happened at JLo’s “All I Have” After Party,0,0.769,0.231
1405630409737397_1543986502568453,0,Here's the Movie from Colombia that Was Nominated for an Oscar,0,1,0
1405630409737397_1544086042558499,-0.5994,Narcos Show Off Even after They Die,0.394,0.606,0
1405630409737397_1544122445888192,-0.7096,"After the Humiliation You Went Through, You Won’t Be the Parent to Give Your Kids These Cuts",0.282,0.718,0
1405630409737397_1544159432551160,0,Mexican Dogs being Kept on Roofs in Mexico,0,1,0
1405630409737397_1544195275880909,-0.4019,Red Flags That Scream You’re Dating a Complete Psycho,0.278,0.722,0
1405630409737397_1544237002543403,0,Ariana Grande Does a Spot-On Shakira Impersonation,0,1,0
1405630409737397_1544271809206589,0.7845,"This Makeup Artist Loves Takis So Much, His Makeup Was Inspired By It",0,0.615,0.385
1405630409737397_1544305942536509,0.4588,These Sweet Serenata Turned into Novias' Nightmares,0,0.667,0.333
1405630409737397_1544331969200573,0,What You Need to Know About the Rebelde Cast Since their Breakup,0,1,0
1405630409737397_1544363779197392,-0.3818,"From Funerals to Hospital Visits, 11 Times Latinos Overshared Via Selfies",0.206,0.794,0
1405630409737397_1544419279191842,-0.5106,Cringworthy Latino Wedding Disasters that’ll Make You Want to Stay Single,0.259,0.647,0.094
1405630409737397_1544515699182200,0.4404,How Homegirls Got Friendship Right,0,0.58,0.42
1405630409737397_1544548049178965,0,Quiz: Which “Rebelde” Character Are You?,0,1,0
1405630409737397_1544586715841765,0,Only Latino Dads Make Their Family Go Through All This When Road Tripping,0,1,0
1405630409737397_1544624719171298,0.481,A Las Vegas Taco Shop Put Two Burglars on Blast in this Hilarious Commercial,0,0.793,0.207
1405630409737397_1544658642501239,0.7184,How A Plus-Size Latina Model is Using Social Media to Encourage Women to Be Healthy,0,0.667,0.333
1405630409737397_1544674649166305,-0.4404,13 Scandalous ‘Laura’ Guests that’ll Make You Wonder if You Should Laugh or Cry,0.308,0.521,0.171
1405630409737397_1544701369163633,0.3612,J.Lo Looked Like a Quinceañera at Every Red Carpet 10 Years Ago,0,0.8,0.2
1405630409737397_1544719029161867,-0.6597,Dave Navarro’s Mother was Murdered When He was a Teen and Now He’s Talking about It,0.239,0.761,0
1405630409737397_1544760455824391,0.34,This Latina is Giving Adele a Run for Her Money,0,0.769,0.231
1405630409737397_1544789542488149,0,How Do They Never Age? Latino Celebrities Who Are Probably Vampires,0,1,0
1405630409737397_1544898785810558,0,Here are 10 Republican Presidential Hopefuls with Chola Eyebrows because Why Not?,0,1,0
1405630409737397_1544931782473925,0.4939,Justin Bieber was the Chambelan de Honor for this Quinceañera,0,0.738,0.262
1405630409737397_1544985879135182,-0.6249,Someone Bullied a Latina Anchor about Her Accent and She Shut Them Down Real Quick,0.24,0.76,0
1405630409737397_1545016102465493,0,This Old Sofia Vergara Interview with Bill Cosby Will Totally Creep You Out,0,1,0
1405630409737397_1545043675796069,-0.296,This is Why Latinas Have No Need to Watch Porn,0.196,0.804,0
1405630409737397_1545073922459711,-0.6705,This Suspected Robber was Busted after Taking a Selfie and Posting it to Snapchat,0.333,0.667,0
1405630409737397_1545084019125368,0,"Quiz: Guys, What’s Your Mexican Nickname? Gordo, Prieto or Chato?",0,1,0
1405630409737397_1545105429123227,0.7184,What’s It Like to be a Jewish Latino? NPR’s Latino USA Podcast has the Fascinating Details,0,0.684,0.316
1405630409737397_1545129672454136,0,QUIZ: Think You Can Ace the U.S. Citizenship Test?,0,1,0
1405630409737397_1545254902441613,0,"‘Sábado Gigante’ was on the Air for 53 Years, Why Did it End in 2015?",0,1,0
1405630409737397_1545302025770234,0,Expectations Guys Have of Their Latina GFs,0,1,0
1405630409737397_1545345309099239,0.5267,The Secret to Winning Back Your Ex after a F*ck Up,0,0.726,0.274
1405630409737397_1545385965761840,0.4404,"Thanks to Mexicans, Los Angeles has the Sunset Strip",0,0.734,0.266
1405630409737397_1545426382424465,0,A Hollywood Actor Bought the Rights to a Movie about 'La Barbie',0,1,0
1405630409737397_1545449642422139,0,11 Things You Hear Because You’re Latino and Can’t Handle Your Liquor,0,1,0
1405630409737397_1545480545752382,-0.1779,A Day in the Life of a Tijuana Girl Obsessed with Japanese Culture,0.145,0.855,0
1405630409737397_1545512282415875,0,"Quiz: If You Were a Selena Song, Which Would You Be?",0,1,0
1405630409737397_1545563989077371,0.8225,The Evolution of Brazilian Beauty Over the Past 100 Years Proves Why Brazil is the Beauty Capital of the World,0,0.703,0.297
1405630409737397_1545607219073048,-0.4767,11 Times Family Game Nights Went Wrong,0.341,0.659,0
1405630409737397_1545713645729072,0,Only a Mexican Stomach Can Survive These Snacks,0,1,0
1405630409737397_1545744742392629,0,A Mexican Artist Made Bear Rugs Out of Gang Members from MS-13,0,1,0
1405630409737397_1545788642388239,0,"If You Can Finish a 30-Pound Burrito, This Restaurant Will Make You Part Owner",0,1,0
1405630409737397_1545830099050760,-0.6705,This Latina Confronted a Starbucks Barista for Stealing From Her,0.44,0.56,0
1405630409737397_1545879399045830,-0.4939,Activists in San Francisco and Los Angeles Stop Traffic to Protest Immigration Raids,0.276,0.724,0
1405630409737397_1545885729045197,0.5267,Yanet Garcia Responds to Those Who Say She Dresses 'Too Sexy' for a Weather Reporter,0,0.793,0.207
1405630409737397_1545886332378470,-0.6249,Latinos Have the Worst Habit of Keeping All this Sh*t in their Front Yard,0.24,0.76,0
1405630409737397_1545972175703219,0,Feds Spending Nearly Half Million Dollars to Get Fat Latino Men to Exercise,0,1,0
1405630409737397_1546009725699464,0.2732,Quiz: How Well Do You Know Latino Movies? Can You Guess ‘Em By a Screenshot,0,0.861,0.139
1405630409737397_1546135339020236,0.6696,Hillary Clinton’s Best Trump Impersonation…Must-See!,0,0.471,0.529
1405630409737397_1546166529017117,-0.5106,A New Video by FWD.us Shows the Disturbing Reality of Mass Deportation,0.248,0.752,0
1405630409737397_1546193242347779,0,Quiz: We Know Which Latina Diva You Were Meant to Be,0,1,0
1405630409737397_1546240785676358,0.5106,Mexican Hottie Makes Hearts Melt Talking Kisses,0,0.645,0.355
1405630409737397_1546283689005401,-0.2484,13 Mexican Sayings that Sound Really Weird When they're Translated Literally,0.166,0.834,0
1405630409737397_1546300259003744,-0.5423,Do You Recognize the Latino Actor Who Plays El Diablo in 'Suicide Squad'?',0.257,0.629,0.114
1405630409737397_1546339975666439,0.5267,This Dead Puerto Rican Man Played a Final Hand of Poker with Family & Friends,0.195,0.409,0.395
1405630409737397_1546390725661364,-0.5647,"She’s Pretty, but Here’s a List of Her Bad Habits",0.343,0.505,0.152
1405630409737397_1546424085658028,0,Quiz: Which Ranchera Singer Should Be the Soundtrack of My Weekend?,0,1,0
1405630409737397_1546451452321958,0,My Life Began When My Brother Took His,0,1,0
1405630409737397_1546543115646125,-0.34,Quiz: Which Kind of Drunk are You?,0.286,0.714,0
1405630409737397_1546575495642887,0.765,"Video of Selena’s Last Interview Shows Her Honest, Raw and Strong",0,0.577,0.423
1405630409737397_1546607918972978,-0.2263,"Yes, Telenovela Villain Soraya Montenegro Actually Took Orphans to Watch 'Annie'",0.235,0.588,0.176
1405630409737397_1546642698969500,-0.5994,Mother and Son Die in Car While Dad Shoveled Snow During Snowzilla,0.262,0.738,0
1405630409737397_1546673532299750,0.4404,You'll Never Guess What (Might) be in Pablo Escobar's Secret Safe,0,0.775,0.225
1405630409737397_1546691212297982,0,"This Latino Farmer Just Had $50,000 in Bull Sperm Jacked from His Farm",0,1,0
1405630409737397_1546721615628275,0,The Wolfpack: Six Brothers Raised by Movies for 14 Years,0,1,0
1405630409737397_1546755958958174,0.7964,Now’s a Good Time to Revisit the Time Chris Rock Said Mexicans Don’t Get Enough Love from Hollywood,0,0.679,0.321
1405630409737397_1546811942285909,-0.2263,"This is F*cked Up, Flint Demanding IDs for Residents to Receive Water",0.147,0.853,0
1405630409737397_1546841855616251,0.8271,"The Son of Mexican Field Workers, Tom Flores Became the First Latino Coach to Win a Super Bowl",0,0.661,0.339
1405630409737397_1546929162274187,0,Things You Find in Every Mexican Kitchen,0,1,0
1405630409737397_1546967238937046,0,Every Latino Knows These Basic Meals Hit the Spot,0,1,0
1405630409737397_1547003248933445,-0.5423,The Body Cam Footage of Hernan Jaramillo's Fatal Police Encounter Has Been Released and It's Heartbr,0.189,0.811,0
1405630409737397_1547025218931248,0.0258,A Texas Teen Was Suspended for Trying to Save a Classmate’s Life,0.217,0.559,0.224
1405630409737397_1547085815591855,0,Listen to this Kid Do Acapella Covers of ‘Za Za Za’ and ‘Tragos Amargos de Licor’,0,1,0
1405630409737397_1547114585588978,0.5859,Watch How these Republican Candidates Got Stumped by Beauty Guru Dulce Candy,0,0.743,0.257
1405630409737397_1547117958921974,0.4019,11 Times You Wish You Had a Chacal IRL,0,0.722,0.278
1405630409737397_1547135618920208,0,This Vending Machine Needs to Exist Outside Every Club,0,1,0
1405630409737397_1547228768910893,-0.7579,How this Latino Turned Gun Violence into a Lucrative Enterprise,0.481,0.519,0
1405630409737397_1547261788907591,0,Latino Hottie Teaches Ellen Spanish and Makes Her Blush,0,1,0
1405630409737397_1547366732230430,-0.0516,The Craziest Boob Job Ever…It Involves A LOT of Drugs,0.13,0.87,0
1405630409737397_1547401138893656,0.1779,Quiz: How Well Do You Pay Attention to Latino Celebrities and Their Tattoos?,0.097,0.759,0.145
1405630409737397_1547457442221359,0.3818,Katy Perry Gets Kissed and Groped by a Girl in Brazil,0,0.776,0.224
1405630409737397_1547492672217836,0.6249,Latino Workers Are Making Donald Trump’s “Make America Great Again” Hats,0,0.709,0.291
1405630409737397_1547552148878555,0.5106,Need More Chewie? The Force is Strong with these Latino Memes,0,0.752,0.248
1405630409737397_1547588832208220,0.4939,"Mexican Soccer Player Says He’s Not Gay, But if He Was, You Shouldn’t Care",0,0.802,0.198
1405630409737397_1547619752205128,0.0516,Trump Supporter Reaches All Time Low at Rally,0.202,0.481,0.317
1405630409737397_1547653042201799,0.7845,The Best Selena Quintanilla Cover Comes From a Tiny Office. And It’s Hilarious,0,0.592,0.408
1405630409737397_1547686358865134,0.4588,Your Favorite Movie Stars and Their Cheesy Telenovela Days,0,0.727,0.273
1405630409737397_1547797725520664,-0.6115,The Most Ridiculous Things Our Parents Told Us NOT to Do Because “Eso No Hacen Las Niñas”,0.25,0.75,0
1405630409737397_1547831732183930,-0.128,Drought in Mexico Exposes a 16th Century Church,0.2,0.8,0
1405630409737397_1547899822177121,0.5719,Here are 3 Perfect Selena Lyrics for Your Breakup Posts and 12 More for Other Situations,0,0.791,0.209
1405630409737397_1547919185508518,-0.4939,Fear: The Oldest Form of Latino Discipline,0.348,0.652,0
1405630409737397_1547952342171869,0,11 Things Only a Person From a Big Latino Family Will Understand,0,1,0
1405630409737397_1547968942170209,-0.5574,"20,000 People Have Died because of THIS in Nicaragua and El Salvador",0.247,0.753,0
1405630409737397_1548002468833523,0,This Map will Show You Where Home is Not,0,1,0
1405630409737397_1548034575496979,-0.5106,15 #MexicanMomQuotes That Terrified Us Growing Up,0.374,0.467,0.159
1405630409737397_1548074172159686,-0.3818,"It’s Embarrassing, But Face It: All Mexicans Own These Things",0.224,0.776,0
1405630409737397_1548113605489076,0,Quiz: How Many of Teresa’s Iconic Phrases Do You Remember?,0,1,0
1405630409737397_1548216492145454,0.4019,11 Backhanded Compliments You Get from Las Tías…and Mom,0,0.748,0.252
1405630409737397_1548251382141965,0.4404,White People Discovering Mangoes on a Stick Inspires La Quirky Nancy,0,0.756,0.244
1405630409737397_1548295755470861,-0.4767,Latina Ex-Girlfriends Know Where to Hit Their Exes Where It Hurts,0.237,0.763,0
1405630409737397_1548365032130600,-0.4215,A Gay Latina Came Out to Her Family and Took Photos of the Moment She Broke the News,0.149,0.851,0
1405630409737397_1548385122128591,0,"11 Things You Thought Were Mexican, but Aren’t",0,1,0
1405630409737397_1548408858792884,0,Watching These Latino Kids Pick Between Light and Dark Dolls will Break Your Heart,0,1,0
1405630409737397_1548413345459102,0,A New Documentary Tells the Story of Latinas Who Were Sterilized Without Knowing It,0,1,0
1405630409737397_1548451048788665,0,Poof! There Goes Poopó,0,1,0
1405630409737397_1548481435452293,0.5719,These Selena Quintanilla GIFs are the Perfect Response to Everything,0,0.709,0.291
1405630409737397_1548550582112045,-0.3818,How Telenovelas Lied to Us About Sex,0.302,0.698,0
1405630409737397_1548569342110169,0,Someone Dubbed Harry Potter Videos to Spanish…Now He’s Henry Porras,0,1,0
1405630409737397_1548570592110044,-0.6077,There is an Island in Brazil That is Completely Inhabited By Poisonous Snakes,0.248,0.752,0
1405630409737397_1548734495426987,0.4215,11 Times Speaking Spanish Has Saved Your Life,0,0.714,0.286
1405630409737397_1548737045426732,0,A Latina Recorded Her Encounter with a Cop after Catching Him Speeding,0,1,0
1405630409737397_1548742625426174,0,These Photos Might Make You Change Your Mind About Avocados,0,1,0
1405630409737397_1548744725425964,-0.296,No Sex for El Chapo’s Brand New Penis,0.239,0.761,0
1405630409737397_1548798462087257,-0.3818,These Mexican Women Have Found an Incredible Way to Fight Back Against Cat-Callers and You’ll...,0.157,0.843,0
1405630409737397_1548799318753838,0,"Quiz: Was it Celia Cruz, Nicki Minaj, or Lady Gaga?",0,1,0
1405630409737397_1548856475414789,0.4588,One More Way Siri May be Smarter than Us,0,0.727,0.273
1405630409737397_1548857735414663,0.8555,This Spanish-language Cover of Bieber's 'Love Yourself' May Be Better than the Original,0,0.515,0.485
1405630409737397_1548885222078581,0.2577,"You Thought Apple was a Ridiculous Name, these Latino Names Will Make You LOL",0.147,0.646,0.207
1405630409737397_1548886292078474,0.5719,Fact: A Latino Named Rafael Won this Year's GOP Caucus in Iowa,0,0.73,0.27
1405630409737397_1548950865405350,0.0258,"11 Ways Curvy Latinas Can Look Sexy, Not Slutty",0.241,0.511,0.248
1405630409737397_1549132588720511,0.5859,Quiz: Which Mexican Beauty Decade Are You?,0,0.612,0.388
1405630409737397_1549141355386301,0,GAME: What's in the Container... Butter or Salsa?,0,1,0
1405630409737397_1549223405378096,0.4404,15 Candies that Prove Once Again Mexicans Do It Better,0,0.756,0.244
1405630409737397_1549223765378060,0,"Spanish as We Know it May Change Forever, Here’s How",0,1,0
1405630409737397_1549263952040708,0,"Quiz: Latino Families Have All these Primas, But Which One are You?",0,1,0
1405630409737397_1549271905373246,0,Danny Trejo Served Up Some Trejo's Tacos on National TV,0,1,0
1405630409737397_1549277345372702,0,"Narco-Lotería: Say Goodbye to La Dama, El Borracho and El Valiente, Say Hi to La Barbie, El Chapo...",0,1,0
1405630409737397_1549289142038189,0,11 Types of Abuelita Every Latino Has,0,1,0
1405630409737397_1549569912010112,-0.5563,13 Times Mom Made You More Sick by Taking You to a Curandera,0.246,0.754,0
1405630409737397_1549572985343138,0.6369,10 Frida Kahlo Paintings That Don’t Get Enough Love,0,0.656,0.344
1405630409737397_1549617692005334,0,Items Used Differently by Latinos,0,1,0
1405630409737397_1549644995335937,0,9 Excuses For Not Voting… That Won’t Fly Anymore,0,1,0
1405630409737397_1549647352002368,0,This OITNB Actress Came Home and Her Parents Had Been Deported,0,1,0
1405630409737397_1549707201996383,-0.5859,This Has Been Named the Ugliest Dog – But We Don’t See It,0.257,0.743,0
1405630409737397_1549707675329669,-0.1779,"Some People May Believe Latinos Only Play Fútbol, But these NFL Standouts Proved 'Em Wrong",0.168,0.703,0.13
1405630409737397_1549708855329551,-0.5106,Eva Longoria: “I was the Ugly Duckling”,0.355,0.645,0
1405630409737397_1549709391996164,0.0772,"After Reading this, You’ll Want to Sweep Your SO Off their Feet with a Serenata",0,0.909,0.091
1405630409737397_1549710215329415,0,Quiz: We Bet You Can't Pass this 'Vivir Mi Vida' Lyrics Quiz,0,1,0
1405630409737397_1549986908635079,0,Selena Gomez Just Made This Little Girl’s Day,0,1,0
1405630409737397_1549989488634821,-0.2023,This Female Rebels Are The Scariest In The Jungle,0.184,0.816,0
1405630409737397_1549996091967494,-0.3612,Katy Perry Fighting to Own a Convent,0.333,0.667,0
1405630409737397_1550036698630100,-0.4404,Tired of Latino TV Stereotypes? These Characters are Breaking the Mold,0.225,0.775,0
1405630409737397_1550095638624206,0.4019,Quiz: The Spanish Titles for These Movies Are Hilarious. Can You Guess What They Are?,0,0.838,0.162
1405630409737397_1550115615288875,-0.296,"If You’re Christian, It’s Likely You Missed Out On All This",0.18,0.82,0
1405630409737397_1550117608622009,0.5994,Non-Basic Latino Super Bowl Snacks,0,0.506,0.494
1405630409737397_1550148128618957,-0.4767,"Crying, Gasping, Yelling And The Dramatic Things We Do When Watching A Novela",0.22,0.78,0
1405630409737397_1550230365277400,0,Quiz: Which Chavo del Ocho Character are You?,0,1,0
1405630409737397_1550230985277338,0,11 Reasons being the Middle Child Rules,0,1,0
1405630409737397_1550231345277302,0,‘Scream Queens’ Hunk will Make You Go Gaga in His New Video,0,1,0
1405630409737397_1550316641935439,-0.6369,Christina Milian Opens Up about Domestic Abuse on Her Reality TV Show,0.276,0.724,0
1405630409737397_1550316991935404,0.4215,7 of Your Favorite Lines from the Craziest Telenovela Supervillains,0.107,0.625,0.268
1405630409737397_1550317668602003,0,9 Things You Only Do with Your Hermana,0,1,0
1405630409737397_1550322885268148,-0.25,The 4 Reasons “You Sound White” is a Huge Insult,0.284,0.517,0.198
1405630409737397_1550324618601308,-0.5994,9 Times You Can Count on Latina Moms being the Baddest Bitches Ever,0.262,0.738,0
1405630409737397_1550510701916033,0.3612,What Would it Look Like if Presidential Candidates had Private Snapchats?,0,0.8,0.2
1405630409737397_1550569385243498,-0.6808,"For the Doubters, Here is a Sick Stat on Latinos and School",0.384,0.616,0
1405630409737397_1550570115243425,-0.0258,The Innocent Behind Bars: Mexico Possible PR Mess,0.229,0.55,0.22
1405630409737397_1550687621898341,0,"Do You Know What Shakira Was Thinking When She Shot “Whenever, Wherever”? Watch this Video and...",0,1,0
1405630409737397_1550713955229041,-0.1531,"Quiz: On a Scale of 1 to Chingona, How Badass are You?",0.151,0.849,0
1405630409737397_1550716551895448,0.3612,This is What Scorpion Tacos Taste Like,0,0.706,0.294
1405630409737397_1550761785224258,0.3818,"Think the Latino Vote Matters? It Does and Latinos are Ready to Vote this Election, Here’s Why",0,0.806,0.194
1405630409737397_1550794161887687,0.4215,9 Intense Forms of Discipline Courtesy of Latino Parents,0,0.612,0.388
1405630409737397_1550795071887596,-0.0772,This 81-Year-Old Abuela Just Gave Us Serious #GrownUpGoals,0.157,0.843,0
1405630409737397_1550803928553377,0,11 Binge-worthy Telenovelas You Need to Watch on Netflix,0,1,0
1405630409737397_1550921181874985,0.3612,This Kid from Compton Sings Corridos Like a Mexican,0,0.737,0.263
1405630409737397_1550944448539325,0.25,The Latino Announcers for the Carolina Panthers are Insane and Everyone Loves them For It,0.139,0.67,0.191
1405630409737397_1550945055205931,0,"Move Over Kendall and Cara, These Latinas are Taking Your Modeling Gigs",0,1,0
1405630409737397_1551092381857865,0,Some Guy Is Trying To Make Money With Two Incredibly Sexist Books About Latinas,0,1,0
1405630409737397_1551119185188518,0,Have You Ever Wondered Why Romeo Santos Always Poses The Same Way in Photos? Here's Why,0,1,0
1405630409737397_1551121115188325,0.2023,A Young Cuban Boy Dreams Of Becoming A Drag Queen But His Father Isn't Having It,0.114,0.723,0.163
1405630409737397_1551127778520992,0.3818,"OITNB Star Was Taken From Her Family at 14, See What She’s Doing To Ensure It Doesn’t Happen To Othe",0,0.88,0.12
1405630409737397_1551168691850234,0.5994,9 Thoughts Mexicans Had While Watching The Super Bowl,0,0.642,0.358
1405630409737397_1551172038516566,-0.7269,This Latina Actress Was Asked a Ridiculous Question about Voting and She Fired Back with Perfect...,0.319,0.681,0
1405630409737397_1551201348513635,0,This Selena Quiz Will Separate The Hardcore Fans from the Wannabes,0,1,0
1405630409737397_1551205031846600,-0.2263,Let’s Forget El Chapo For Two Seconds And Talk About This,0.16,0.84,0
1405630409737397_1551220138511756,-0.4404,Ted Cruz’s Roommate Admits The GOP Candidate Is The Worst Possible College Roommate,0.237,0.636,0.127
1405630409737397_1551448295155607,-0.1531,Some Of These Celebrities Had Such A Painful Awkward Past… But They Give Us Hope,0.245,0.598,0.158
1405630409737397_1551504025150034,0.6808,"Latina, Proud Feminist, Civil Engineer And Looks Good In A Hard Hat…Take That Boys",0.08,0.575,0.345
1405630409737397_1551521661814937,0.6124,Marco Rubio Just Loves Saying THIS Sentence Over and Over and Twitter Finally Caught On,0,0.722,0.278
1405630409737397_1551546075145829,0.6369,"Beyoncé, Imma Let You Finish, But… This Afro-Latina Gymnast Had The Best Dance Of The Week",0,0.781,0.219
